Country_name,Country_ISO3,Year,Indicator_name,Indicator_code,Value
"Egypt, Arab Rep.",EGY,2006,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,0.9305099845
"Egypt, Arab Rep.",EGY,2005,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,0.8745099902
"Egypt, Arab Rep.",EGY,1996,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,0.8473299742
"Egypt, Arab Rep.",EGY,1986,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,0.7565699816
"Egypt, Arab Rep.",EGY,1976,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,0.60473001
"Egypt, Arab Rep.",EGY,2021,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,92.12999725
"Egypt, Arab Rep.",EGY,2017,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,89.48338318
"Egypt, Arab Rep.",EGY,2015,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,4.880000114
"Egypt, Arab Rep.",EGY,2013,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,93.64927673
"Egypt, Arab Rep.",EGY,2012,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,92.35575867
"Egypt, Arab Rep.",EGY,2010,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,90.55763245
"Egypt, Arab Rep.",EGY,2006,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,87.85679626
"Egypt, Arab Rep.",EGY,2005,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,90.07911682
"Egypt, Arab Rep.",EGY,1996,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,78.99086761
"Egypt, Arab Rep.",EGY,1986,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,71.38067627
"Egypt, Arab Rep.",EGY,1976,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,63.04067993
"Egypt, Arab Rep.",EGY,2021,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,67.38999939
"Egypt, Arab Rep.",EGY,2017,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,65.50569153
"Egypt, Arab Rep.",EGY,2013,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,62.70521927
"Egypt, Arab Rep.",EGY,2012,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,65.75666046
"Egypt, Arab Rep.",EGY,2010,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,63.51580811
"Egypt, Arab Rep.",EGY,2006,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,57.81190872
"Egypt, Arab Rep.",EGY,2005,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,56.12155151
"Egypt, Arab Rep.",EGY,1996,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,43.59531021
"Egypt, Arab Rep.",EGY,1986,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,31.39266968
"Egypt, Arab Rep.",EGY,1976,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,22.43800926
"Egypt, Arab Rep.",EGY,2021,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,78.77999878
"Egypt, Arab Rep.",EGY,2017,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,76.49521637
"Egypt, Arab Rep.",EGY,2013,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,81.69406128
"Egypt, Arab Rep.",EGY,2012,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,81.67922211
"Egypt, Arab Rep.",EGY,2010,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,80.26864624
"Egypt, Arab Rep.",EGY,2006,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,74.62180328
"Egypt, Arab Rep.",EGY,2005,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,77.91013336
"Egypt, Arab Rep.",EGY,1996,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,67.15177917
"Egypt, Arab Rep.",EGY,1986,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,56.97615814
"Egypt, Arab Rep.",EGY,1976,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,53.6151886
"Egypt, Arab Rep.",EGY,2019,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.008090019
"Egypt, Arab Rep.",EGY,2018,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.003919959
"Egypt, Arab Rep.",EGY,2017,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.002679944
"Egypt, Arab Rep.",EGY,2016,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.000669956
"Egypt, Arab Rep.",EGY,2014,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.9971299767
"Egypt, Arab Rep.",EGY,2013,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.9914399981
"Egypt, Arab Rep.",EGY,2012,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.9867600203
"Egypt, Arab Rep.",EGY,2011,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.9547700286
"Egypt, Arab Rep.",EGY,2010,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.9710199833
"Egypt, Arab Rep.",EGY,2009,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.9674400091
"Egypt, Arab Rep.",EGY,2007,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.9581000209
"Egypt, Arab Rep.",EGY,2006,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.9504500031
"Egypt, Arab Rep.",EGY,2005,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.9473500252
"Egypt, Arab Rep.",EGY,2004,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.967779994
"Egypt, Arab Rep.",EGY,2003,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.9573299885
"Egypt, Arab Rep.",EGY,2002,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.9483100176
"Egypt, Arab Rep.",EGY,2001,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.940599978
"Egypt, Arab Rep.",EGY,2000,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.9310899973
"Egypt, Arab Rep.",EGY,1999,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.9232500196
"Egypt, Arab Rep.",EGY,1997,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.8784300089
"Egypt, Arab Rep.",EGY,1996,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.7629600167
"Egypt, Arab Rep.",EGY,1995,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.8881599903
"Egypt, Arab Rep.",EGY,1994,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.8547099829
"Egypt, Arab Rep.",EGY,1993,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.8686800003
"Egypt, Arab Rep.",EGY,1992,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.8617799878
"Egypt, Arab Rep.",EGY,1991,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.8412200212
"Egypt, Arab Rep.",EGY,1990,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.8500499725
"Egypt, Arab Rep.",EGY,1989,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.835529983
"Egypt, Arab Rep.",EGY,1988,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.7891200185
"Egypt, Arab Rep.",EGY,1987,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.8190299869
"Egypt, Arab Rep.",EGY,1986,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.806129992
"Egypt, Arab Rep.",EGY,1985,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.7884600163
"Egypt, Arab Rep.",EGY,1984,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.7680900097
"Egypt, Arab Rep.",EGY,1983,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.7465000153
"Egypt, Arab Rep.",EGY,1982,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.7299699783
"Egypt, Arab Rep.",EGY,1981,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.7179899812
"Egypt, Arab Rep.",EGY,1980,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.7051900029
"Egypt, Arab Rep.",EGY,1979,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.6965900064
"Egypt, Arab Rep.",EGY,1978,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.685190022
"Egypt, Arab Rep.",EGY,1977,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.6743299961
"Egypt, Arab Rep.",EGY,1976,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.6663299799
"Egypt, Arab Rep.",EGY,1975,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.6577100158
"Egypt, Arab Rep.",EGY,1974,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.6570799947
"Egypt, Arab Rep.",EGY,1973,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.6540700197
"Egypt, Arab Rep.",EGY,1972,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.6553400159
"Egypt, Arab Rep.",EGY,1971,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.6569200158
"Egypt, Arab Rep.",EGY,2019,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.000650048
"Egypt, Arab Rep.",EGY,2018,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.9965100288
"Egypt, Arab Rep.",EGY,2017,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.994140029
"Egypt, Arab Rep.",EGY,2016,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.9931899905
"Egypt, Arab Rep.",EGY,2014,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.9960100055
"Egypt, Arab Rep.",EGY,2013,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.985740006
"Egypt, Arab Rep.",EGY,2012,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.9852799773
"Egypt, Arab Rep.",EGY,2011,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.9688799977
"Egypt, Arab Rep.",EGY,2010,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.9712299705
"Egypt, Arab Rep.",EGY,2009,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.9760699868
"Egypt, Arab Rep.",EGY,2004,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.9574699998
"Egypt, Arab Rep.",EGY,2003,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.950519979
"Egypt, Arab Rep.",EGY,2001,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.941929996
"Egypt, Arab Rep.",EGY,2000,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.9328399897
"Egypt, Arab Rep.",EGY,1999,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.9230999947
"Egypt, Arab Rep.",EGY,1997,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.8768200278
"Egypt, Arab Rep.",EGY,1996,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.8112499714
"Egypt, Arab Rep.",EGY,1995,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.8857700229
"Egypt, Arab Rep.",EGY,1994,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.8510299921
"Egypt, Arab Rep.",EGY,1993,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.8628299832
"Egypt, Arab Rep.",EGY,1992,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.8555799723
"Egypt, Arab Rep.",EGY,1991,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.8234400153
"Egypt, Arab Rep.",EGY,1990,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.8163200021
"Egypt, Arab Rep.",EGY,1989,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.7985799909
"Egypt, Arab Rep.",EGY,1988,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.7639799714
"Egypt, Arab Rep.",EGY,1987,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.7738999724
"Egypt, Arab Rep.",EGY,1986,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.761259973
"Egypt, Arab Rep.",EGY,1985,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.7436000109
"Egypt, Arab Rep.",EGY,1984,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.7254099846
"Egypt, Arab Rep.",EGY,1983,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.7073500156
"Egypt, Arab Rep.",EGY,1982,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.6919199824
"Egypt, Arab Rep.",EGY,1981,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.6788399816
"Egypt, Arab Rep.",EGY,1980,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.6628199816
"Egypt, Arab Rep.",EGY,1979,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.657130003
"Egypt, Arab Rep.",EGY,1978,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.6447799802
"Egypt, Arab Rep.",EGY,1977,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.6387699842
"Egypt, Arab Rep.",EGY,1976,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.6304100156
"Egypt, Arab Rep.",EGY,1975,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.6184700131
"Egypt, Arab Rep.",EGY,1974,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.624119997
"Egypt, Arab Rep.",EGY,1973,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.6206200123
"Egypt, Arab Rep.",EGY,1972,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.6195399761
"Egypt, Arab Rep.",EGY,1971,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.6183999777
"Egypt, Arab Rep.",EGY,2019,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.9904599786
"Egypt, Arab Rep.",EGY,2018,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.9865900278
"Egypt, Arab Rep.",EGY,2017,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.9829699993
"Egypt, Arab Rep.",EGY,2016,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.9836900234
"Egypt, Arab Rep.",EGY,2014,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.9955800176
"Egypt, Arab Rep.",EGY,2013,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.9793199897
"Egypt, Arab Rep.",EGY,2012,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.9846400023
"Egypt, Arab Rep.",EGY,2011,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.9888899922
"Egypt, Arab Rep.",EGY,2010,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.9730299711
"Egypt, Arab Rep.",EGY,2009,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.9909899831
"Egypt, Arab Rep.",EGY,2004,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.9478600025
"Egypt, Arab Rep.",EGY,2003,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.9442499876
"Egypt, Arab Rep.",EGY,2001,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.9432700276
"Egypt, Arab Rep.",EGY,2000,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.9347000122
"Egypt, Arab Rep.",EGY,1999,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.9231299758
"Egypt, Arab Rep.",EGY,1997,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.8750200272
"Egypt, Arab Rep.",EGY,1996,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.8796200156
"Egypt, Arab Rep.",EGY,1995,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.8826699853
"Egypt, Arab Rep.",EGY,1994,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.8459900022
"Egypt, Arab Rep.",EGY,1993,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.8554199934
"Egypt, Arab Rep.",EGY,1992,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.8479499817
"Egypt, Arab Rep.",EGY,1991,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.8017399907
"Egypt, Arab Rep.",EGY,1990,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.7764400244
"Egypt, Arab Rep.",EGY,1989,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.7385100126
"Egypt, Arab Rep.",EGY,1988,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.7236700058
"Egypt, Arab Rep.",EGY,1987,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.7050600052
"Egypt, Arab Rep.",EGY,1986,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.6930099726
"Egypt, Arab Rep.",EGY,1985,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.6753500104
"Egypt, Arab Rep.",EGY,1984,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.6611599922
"Egypt, Arab Rep.",EGY,1983,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.6488999724
"Egypt, Arab Rep.",EGY,1982,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.6356899738
"Egypt, Arab Rep.",EGY,1981,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.6208000183
"Egypt, Arab Rep.",EGY,1980,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.5995799899
"Egypt, Arab Rep.",EGY,1979,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.5974400043
"Egypt, Arab Rep.",EGY,1978,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.581520021
"Egypt, Arab Rep.",EGY,1977,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.5791199803
"Egypt, Arab Rep.",EGY,1976,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.5634499788
"Egypt, Arab Rep.",EGY,1975,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.5392500162
"Egypt, Arab Rep.",EGY,1974,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.5510900021
"Egypt, Arab Rep.",EGY,1973,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.5406500101
"Egypt, Arab Rep.",EGY,1972,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.5311499834
"Egypt, Arab Rep.",EGY,1971,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.5200799704
"Egypt, Arab Rep.",EGY,2018,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.044450045
